epoch: 1, steps: 1032, lr: 3.30e-05 - train loss: 6.94 - valid loss: 6.21, valid accuracy: 7.21e-02
epoch: 2, steps: 2064, lr: 6.60e-05 - train loss: 5.10 - valid loss: 5.24, valid accuracy: 1.10e-01
epoch: 3, steps: 3096, lr: 9.91e-05 - train loss: 4.56 - valid loss: 4.95, valid accuracy: 1.24e-01
epoch: 4, steps: 4128, lr: 1.32e-04 - train loss: 4.37 - valid loss: 4.81, valid accuracy: 1.32e-01
epoch: 5, steps: 5160, lr: 1.65e-04 - train loss: 4.26 - valid loss: 4.70, valid accuracy: 1.40e-01
epoch: 6, steps: 6192, lr: 1.98e-04 - train loss: 4.18 - valid loss: 4.64, valid accuracy: 1.45e-01
epoch: 7, steps: 7224, lr: 2.31e-04 - train loss: 4.12 - valid loss: 4.61, valid accuracy: 1.46e-01
epoch: 8, steps: 8256, lr: 2.64e-04 - train loss: 4.06 - valid loss: 4.54, valid accuracy: 1.52e-01
epoch: 9, steps: 9288, lr: 2.97e-04 - train loss: 4.01 - valid loss: 4.54, valid accuracy: 1.52e-01
epoch: 10, steps: 10320, lr: 3.30e-04 - train loss: 3.97 - valid loss: 4.46, valid accuracy: 1.58e-01
epoch: 11, steps: 11352, lr: 3.63e-04 - train loss: 3.93 - valid loss: 4.42, valid accuracy: 1.59e-01
epoch: 12, steps: 12384, lr: 3.96e-04 - train loss: 3.90 - valid loss: 4.43, valid accuracy: 1.61e-01
epoch: 13, steps: 13416, lr: 4.29e-04 - train loss: 3.87 - valid loss: 4.35, valid accuracy: 1.65e-01
epoch: 14, steps: 14448, lr: 4.62e-04 - train loss: 3.84 - valid loss: 4.35, valid accuracy: 1.63e-01
epoch: 15, steps: 15480, lr: 4.95e-04 - train loss: 3.82 - valid loss: 4.34, valid accuracy: 1.67e-01
epoch: 16, steps: 16512, lr: 5.28e-04 - train loss: 3.80 - valid loss: 4.30, valid accuracy: 1.66e-01
epoch: 17, steps: 17544, lr: 5.61e-04 - train loss: 3.78 - valid loss: 4.30, valid accuracy: 1.70e-01
epoch: 18, steps: 18576, lr: 5.94e-04 - train loss: 3.76 - valid loss: 4.25, valid accuracy: 1.73e-01
epoch: 19, steps: 19608, lr: 6.27e-04 - train loss: 3.75 - valid loss: 4.26, valid accuracy: 1.72e-01
epoch: 20, steps: 20640, lr: 6.60e-04 - train loss: 3.72 - valid loss: 4.26, valid accuracy: 1.71e-01
epoch: 21, steps: 21672, lr: 6.94e-04 - train loss: 3.72 - valid loss: 4.23, valid accuracy: 1.73e-01
epoch: 22, steps: 22704, lr: 7.27e-04 - train loss: 3.70 - valid loss: 4.24, valid accuracy: 1.73e-01
